id,source_file,source_line,tag,source_control,desktop,mobile,keyboard,validation,wallet_disconnected,wallet_connected,account_network_change,evidence,issue,overall
R331,apps/web/components/profile/ProfileClient.tsx,3366,textarea,"<textarea value={editCustomBoxesText} onChange={(e) => setEditCustomBoxesText(e.target.value)} placeholder={""Title: Favorite Movies\nHackers, Ghost World, Blade Runner\n\nTitle: Latest Obsession\nCollecting weird internet relics.""} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R332,apps/web/components/profile/ProfileClient.tsx,3374,textarea,<textarea value={editLinksText} onChange={(e) => setEditLinksText(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R333,apps/web/components/profile/ProfileClient.tsx,3381,button,"<button type=""button"" onClick={() => void saveProfileDetails()} disabled={editState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R334,apps/web/components/profile/ProfileClient.tsx,3396,input,<input value={transferAddress} onChange={(e) => setTransferAddress(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R335,apps/web/components/profile/ProfileClient.tsx,3400,button,"<button type=""button"" onClick={() => void submitProfileTransfer()} disabled={transferState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R336,apps/web/components/profile/ProfileClient.tsx,3415,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R337,apps/web/components/profile/ProfileHeroSections.tsx,120,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R338,apps/web/components/profile/ProfileHeroSections.tsx,123,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R339,apps/web/components/profile/ProfileHeroSections.tsx,127,Link,"<Link href={`${canonicalRoute}#listing-management`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R340,apps/web/components/profile/ProfileHeroSections.tsx,176,a,"<a href={primaryProfile.featuredUrl} target=""_blank"" rel=""noreferrer"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R341,apps/web/components/profile/ProfileHeroSections.tsx,182,a,"<a href={primaryProfile.featuredUrl} target=""_blank"" rel=""noreferrer"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R342,apps/web/components/profile/ProfileHeroSections.tsx,230,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R343,apps/web/components/profile/ProfileHeroSections.tsx,233,Link,"<Link href={`${canonicalRoute}#listing-management`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R344,apps/web/components/profile/ProfileHeroSections.tsx,265,a,"<a key={link} href={link} target=""_blank"" rel=""noreferrer"" className=""profileLinkRow"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R345,apps/web/components/profile/ProfileHeroSections.tsx,290,a,"<a href={toExplorerAddress(pinnedCollection.contractAddress, pinnedCollection.chainId || configChainId)!} target=""_blank"" rel=""noreferrer"" className=""mono"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R346,apps/web/components/profile/ProfileHoldingsSection.tsx,63,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R347,apps/web/components/profile/ProfileHoldingsSection.tsx,69,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R348,apps/web/components/profile/ProfileHoldingsSection.tsx,147,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R349,apps/web/components/profile/ProfileHoldingsSection.tsx,169,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R350,apps/web/components/profile/ProfileHoldingsSection.tsx,175,Link,"<Link href={`/mint?view=manage&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R351,apps/web/components/profile/ProfileLandingClient.tsx,1473,Link,<Link href={`/profile/${encodeURIComponent(profiles[0].slug)}`}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R352,apps/web/components/profile/ProfileLandingClient.tsx,1479,select,"<select value={identityMode} onChange={(e) => setIdentityMode( e.target.value as | ""register-eth"" | ""register-eth-subname"" | ""ens"" | ""external-subname"" | ""nftfactory-subname"" ) } >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R353,apps/web/components/profile/ProfileLandingClient.tsx,1510,input,<input value={identityName} onChange={(e) => setIdentityName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R354,apps/web/components/profile/ProfileLandingClient.tsx,1514,select,<select value={selectedSubnameParentOption} onChange={(e) => setSubnameParent(e.target.value)} disabled={ensParentCandidates.length === 0} >,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R355,apps/web/components/profile/ProfileLandingClient.tsx,1542,select,"<select value={identityName} onChange={(e) => setIdentityName(e.target.value)} disabled={(identityMode === ""ens"" ? existingEnsOptions : existingSubnameOptions).length === 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R356,apps/web/components/profile/ProfileLandingClient.tsx,1557,input,<input value={identityName} onChange={(e) => setIdentityName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R357,apps/web/components/profile/ProfileLandingClient.tsx,1571,button,"<button type=""button"" className={checkedIdentityReady ? ""profileActionReady"" : undefined} onClick={() => void ( checkedIdentityReady ? runIdentityAction() : checkIdentityAvailability() ) } disabled={primaryActionDisabled} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R358,apps/web/components/profile/ProfileLandingClient.tsx,1591,select,<select value={registrationYears} onChange={(e) => setRegistrationYears(e.target.value)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R359,apps/web/components/profile/ProfileLandingClient.tsx,1610,select,<select value={selectedCollection} onChange={(e) => setSelectedCollection(e.target.value)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R360,apps/web/components/profile/ProfileLandingClient.tsx,1623,button,"<button type=""button"" onClick={() => void completeEthRegistration()} disabled={!isConnected || setupState.status === ""pending"" || wrongNetwork || registrationCountdown > 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R361,apps/web/components/profile/ProfileLandingClient.tsx,1634,button,"<button type=""button"" className=""secondary"" onClick={clearPendingEthRegistration}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R362,apps/web/components/profile/ProfileLandingClient.tsx,1663,a,"<a href={`${explorerBase}/tx/${setupState.hash}`} target=""_blank"" rel=""noreferrer"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R363,apps/web/components/profile/ProfileLandingClient.tsx,1673,Link,"<Link href={`/profile/${encodeURIComponent(postLinkProfile.slug)}`} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R364,apps/web/components/profile/ProfileLandingClient.tsx,1677,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(postLinkProfile.fullName)}`} className=""ctaLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R365,apps/web/components/profile/ProfileModerationClient.tsx,203,input,"<input value={profileName} onChange={(event) => setProfileName(event.target.value)} placeholder=""demo"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R366,apps/web/components/profile/ProfileModerationClient.tsx,207,input,"<input value={actorAddress} readOnly placeholder=""Connect your wallet"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R367,apps/web/components/profile/ProfileModerationClient.tsx,211,button,"<button type=""button"" onClick={() => void loadEntries()} disabled={!address||!wallet||loadState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R368,apps/web/components/profile/ProfileModerationClient.tsx,215,Link,"<Link href={""/profile/"" + encodeURIComponent(normalizedProfileName)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R369,apps/web/components/profile/ProfileModerationClient.tsx,249,button,"<button type=""button"" disabled={isBusy} onClick={() => void hideEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R370,apps/web/components/profile/ProfileModerationClient.tsx,254,button,"<button type=""button"" disabled={isBusy} onClick={() => void restoreEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R371,apps/web/components/profile/ProfileModerationClient.tsx,259,button,"<button type=""button"" disabled={isBusy} onClick={() => void deleteEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R372,apps/web/components/profile/ProfileOffersSection.tsx,140,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R373,apps/web/components/profile/ProfileOffersSection.tsx,147,button,"<button type=""button"" onClick={() => void acceptOffer(offer)} disabled={actingOfferId === offer.id || !canAccept} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R374,apps/web/components/profile/ProfileOffersSection.tsx,222,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R375,apps/web/components/profile/ProfileOffersSection.tsx,229,button,"<button type=""button"" onClick={() => void cancelOffer(offer)} disabled={actingOfferId === offer.id || !canCancel} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R376,apps/web/components/profile/ProfileSelectorClient.tsx,274,Link,"<Link href={`/profile/${address.toLowerCase()}`} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R377,apps/web/components/profile/ProfileSelectorClient.tsx,302,Link,"<Link href={`/profile/${encodeURIComponent(profile.slug)}`} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R378,apps/web/components/profile/ProfileSelectorClient.tsx,306,Link,"<Link href={`/mint?view=manage&address=${encodeURIComponent(profile.collectionAddress)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R379,apps/web/components/profile/ProfileSelectorClient.tsx,324,Link,"<Link href=""/profile/setup"" className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R380,apps/web/components/profile/ProfileSelectorClient.tsx,333,Link,"<Link href={item.href} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R381,apps/web/components/profile/ProfileSelectorClient.tsx,351,Link,"<Link href={item.href} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R382,apps/web/components/profile/StudioWorkspaceClient.tsx,19,button,"<button className=""secondary"" onClick={()=>setEditing(!editing)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R383,apps/web/components/profile/StudioWorkspaceClient.tsx,19,button,"<button className=""secondary"" onClick={()=>save(defaults())}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R384,apps/web/components/profile/StudioWorkspaceClient.tsx,19,Link,<Link href={tool.href}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R385,apps/web/components/profile/StudioWorkspaceClient.tsx,19,button,"<button className=""secondary"" disabled={index===0} aria-label={`Move ${tool.title} earlier`} onClick={()=>{const next=[...order];[next[index-1],next[index]]=[next[index],next[index-1]];save(next);}}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R386,apps/web/components/profile/StudioWorkspaceClient.tsx,19,button,"<button className=""secondary"" disabled={index===order.length-1} aria-label={`Move ${tool.title} later`} onClick={()=>{const next=[...order];[next[index+1],next[index]]=[next[index],next[index+1]];save(next);}}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R387,apps/web/components/wiki/WikiMarkdown.tsx,54,Link,"<Link key={`link-${key++}`} href={href} className=""wikiInlineLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R388,apps/web/components/wiki/WikiMarkdown.tsx,60,a,"<a key={`link-${key++}`} href={href} target=""_blank"" rel=""noreferrer"" className=""wikiInlineLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R389,apps/web/components/wiki/WikiMarkdown.tsx,169,a,"<a href={`#${headingId}`} className=""wikiHeadingAnchor"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R390,apps/web/components/wiki/WikiSidebar.tsx,41,input,"<input className=""wikiSearchInput"" type=""search"" value={query} onChange={(event) => setQuery(event.target.value)} placeholder=""Search creator guides"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R391,apps/web/components/wiki/WikiSidebar.tsx,54,Link,"<Link key={page.slug} href={href} className={`wikiNavLink${isActive ? "" active"" : """"}`}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R392,apps/web/components/wiki/WikiTableOfContents.tsx,78,a,"<a key={heading.id} href={`#${heading.id}`} className={`wikiTocLink wikiTocLevel${Math.min(heading.level, 4)}${activeId === heading.id ? "" active"" : """"}`} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
